user_id,signup_date,country,region,plan_type,signup_channel,age_group,subscription_duration_days,total_payments,total_watch_time,avg_watch_time_per_session,days_since_last_activity,support_ticket_count,failed_payment_ratio,subscription_duration_months,payment_per_month,watch_time_per_day
100034,2025-02-03,USA,East,Standard,Mobile,26-35,232,165.81,32099,1087,42,8,0.24,7.733333333333333,21.44094827586207,138.35775862068965
100035,2025-02-04,India,North,Standard,Web,18-25,317,294.07,40385,941,9,8,0.17,10.566666666666666,27.829968454258676,127.39747634069401
100036,2025-02-05,Germany,North,Premium,Mobile,46-55,218,179.36,36919,1908,55,1,0.46,7.266666666666667,24.68256880733945,169.35321100917432
100037,2025-02-06,India,East,Basic,Mobile,26-35,184,409.73,97952,1882,56,8,0.01,6.133333333333334,66.80380434782609,532.3478260869565
100038,2025-02-07,Germany,South,Basic,Web,36-45,84,238.7,61782,545,11,6,0.29,2.8,85.25,735.5
100039,2025-02-08,USA,East,Basic,Tablet,46-55,211,47.59,72116,1309,52,4,0.27,7.033333333333333,6.766350710900475,341.78199052132703
100040,2025-02-09,UK,East,Premium,Web,46-55,239,91.37,73590,169,27,6,0.11,7.966666666666667,11.469037656903765,307.907949790795
100041,2025-02-10,Canada,West,Standard,Web,46-55,104,39.94,90626,249,5,8,0.21,3.466666666666667,11.521153846153846,871.4038461538462
100042,2025-02-11,USA,East,Premium,Mobile,55+,306,254.66,41387,1369,58,7,0.33,10.2,24.96666666666667,135.2516339869281
100043,2025-02-12,Canada,North,Premium,Mobile,46-55,162,62.11,16823,873,19,5,0.36,5.4,11.501851851851852,103.84567901234568
100044,2025-02-13,UK,East,Standard,Mobile,18-25,88,65.93,47015,1661,4,3,0.0,2.933333333333333,22.476136363636368,534.2613636363636
100045,2025-02-14,UK,North,Basic,Mobile,46-55,211,471.11,16339,1775,22,0,0.47,7.033333333333333,66.98246445497631,77.43601895734596
100046,2025-02-15,USA,North,Basic,Tablet,55+,350,437.6,4491,1222,8,5,0.08,11.666666666666666,37.50857142857143,12.831428571428571
100047,2025-02-16,UK,North,Premium,Tablet,46-55,93,231.52,1706,1401,57,2,0.12,3.1,74.68387096774194,18.344086021505376
100048,2025-02-17,Germany,South,Basic,Tablet,36-45,356,493.04,98493,1686,58,5,0.13,11.866666666666667,41.54831460674157,276.6657303370786
100049,2025-02-18,UK,West,Premium,Mobile,36-45,289,10.09,16728,1786,28,5,0.02,9.633333333333333,1.0474048442906574,57.88235294117647
100050,2025-02-19,Canada,North,Premium,Mobile,55+,222,310.85,7997,1043,15,3,0.06,7.4,42.00675675675676,36.02252252252252
100051,2025-02-20,Canada,North,Standard,Mobile,18-25,172,312.05,61408,554,53,1,0.49,5.733333333333333,54.42732558139535,357.0232558139535
100052,2025-02-21,Canada,South,Standard,Tablet,18-25,133,234.15,59097,1227,45,8,0.16,4.433333333333334,52.81578947368421,444.3383458646617
100053,2025-02-22,Canada,North,Standard,Mobile,26-35,243,204.5,39523,1045,21,1,0.06,8.1,25.246913580246915,162.64609053497944
100054,2025-02-23,Germany,East,Premium,Web,55+,271,233.14,26163,700,7,2,0.05,9.033333333333333,25.808856088560884,96.54243542435424
100055,2025-02-24,India,East,Standard,Web,46-55,238,213.33,18718,752,58,9,0.36,7.933333333333334,26.890336134453783,78.6470588235294
100056,2025-02-25,USA,West,Basic,Mobile,55+,122,367.94,88508,824,19,0,0.43,4.066666666666666,90.47704918032787,725.4754098360655
100057,2025-02-26,Canada,North,Basic,Web,26-35,171,76.32,84767,332,50,6,0.13,5.7,13.389473684210525,495.7134502923977
100058,2025-02-27,UK,South,Premium,Web,55+,141,106.84,40619,1517,13,0,0.01,4.7,22.73191489361702,288.07801418439715
100059,2025-02-28,Canada,East,Premium,Tablet,55+,88,98.45,13126,1624,38,8,0.11,2.933333333333333,33.5625,149.1590909090909
100060,2025-03-01,UK,South,Standard,Mobile,26-35,72,138.61,90131,1818,36,0,0.03,2.4,57.75416666666668,1251.8194444444443
100061,2025-03-02,UK,South,Premium,Mobile,18-25,236,267.38,65926,350,49,4,0.05,7.866666666666666,33.98898305084746,279.3474576271187
100062,2025-03-03,Canada,East,Premium,Tablet,46-55,297,64.49,41633,1644,33,6,0.22,9.9,6.514141414141413,140.17845117845118
100063,2025-03-04,Germany,South,Basic,Web,26-35,325,435.4,78654,178,10,2,0.11,10.833333333333334,40.19076923076923,242.0123076923077
100064,2025-03-05,UK,East,Basic,Web,36-45,147,155.71,4317,1175,53,8,0.26,4.9,31.77755102040816,29.367346938775512
100065,2025-03-06,UK,South,Standard,Mobile,18-25,49,89.64,45980,997,39,7,0.13,1.6333333333333333,54.881632653061224,938.3673469387755
100066,2025-03-07,Canada,East,Premium,Web,36-45,251,341.05,45115,1020,32,2,0.47,8.366666666666667,40.76294820717131,179.74103585657372
100067,2025-03-08,UK,North,Premium,Tablet,18-25,195,28.66,62646,880,30,4,0.45,6.5,4.409230769230769,321.26153846153846
100068,2025-03-09,UK,West,Basic,Tablet,46-55,160,313.78,44158,325,58,6,0.28,5.333333333333333,58.833749999999995,275.9875
100069,2025-03-10,Canada,East,Premium,Mobile,46-55,185,352.12,56963,1174,53,3,0.18,6.166666666666667,57.100540540540536,307.9081081081081
100070,2025-03-11,Canada,East,Basic,Tablet,55+,213,115.31,48631,1309,43,4,0.19,7.1,16.240845070422537,228.31455399061034
100071,2025-03-12,USA,West,Standard,Tablet,36-45,119,30.56,50316,1157,33,2,0.21,3.966666666666667,7.704201680672268,422.8235294117647
100072,2025-03-13,Germany,East,Basic,Mobile,18-25,123,188.19,60342,902,49,8,0.36,4.1,45.900000000000006,490.5853658536585
100073,2025-03-14,Germany,East,Premium,Tablet,46-55,42,58.31,16504,841,6,9,0.23,1.4,41.650000000000006,392.95238095238096
100074,2025-03-15,UK,South,Standard,Tablet,26-35,351,67.07,69593,230,57,8,0.43,11.7,5.7324786324786325,198.27065527065528
100075,2025-03-16,Germany,West,Basic,Tablet,46-55,322,134.59,27660,1122,48,6,0.47,10.733333333333333,12.539440993788821,85.90062111801242
100076,2025-03-17,UK,North,Basic,Web,26-35,259,154.78,38196,731,53,9,0.17,8.633333333333333,17.92818532818533,147.47490347490347
100077,2025-03-18,USA,East,Standard,Mobile,18-25,351,269.69,66938,1566,22,1,0.28,11.7,23.050427350427352,190.7065527065527
100078,2025-03-19,Canada,West,Standard,Mobile,46-55,321,342.41,9605,937,45,6,0.05,10.7,32.00093457943926,29.922118380062305
100079,2025-03-20,Canada,South,Basic,Mobile,46-55,55,300.46,58388,858,55,6,0.1,1.8333333333333333,163.88727272727272,1061.6
100080,2025-03-21,Canada,North,Premium,Web,18-25,104,82.7,82297,1555,6,4,0.21,3.466666666666667,23.85576923076923,791.3173076923077
100081,2025-03-22,Germany,West,Basic,Web,46-55,328,94.32,56501,803,53,8,0.1,10.933333333333334,8.626829268292681,172.2591463414634
100082,2025-03-23,USA,North,Standard,Mobile,26-35,179,440.6,54309,596,24,2,0.44,5.966666666666667,73.84357541899442,303.4022346368715
100083,2025-03-24,Germany,North,Basic,Web,46-55,177,283.59,28043,1526,2,3,0.08,5.9,48.06610169491525,158.43502824858757
100084,2025-03-25,Germany,North,Standard,Mobile,36-45,37,436.27,34635,422,58,0,0.23,1.2333333333333334,353.7324324324324,936.081081081081
100085,2025-03-26,USA,East,Standard,Web,55+,58,192.06,80315,1333,37,5,0.3,1.9333333333333333,99.34137931034483,1384.7413793103449
100086,2025-03-27,USA,East,Premium,Tablet,26-35,325,311.06,81691,714,19,3,0.35,10.833333333333334,28.71323076923077,251.35692307692307
100087,2025-03-28,USA,South,Standard,Tablet,36-45,238,266.6,34132,428,33,0,0.19,7.933333333333334,33.60504201680673,143.41176470588235
100088,2025-03-29,USA,South,Standard,Mobile,18-25,157,166.37,90387,1495,48,1,0.43,5.233333333333333,31.790445859872612,575.7133757961783
100089,2025-03-30,Canada,West,Premium,Web,26-35,145,240.26,16366,1583,43,2,0.28,4.833333333333333,49.70896551724138,112.86896551724138
100090,2025-03-31,India,South,Standard,Web,55+,173,256.22,94944,232,43,8,0.22,5.766666666666667,44.43121387283237,548.8092485549133
100091,2025-04-01,India,North,Premium,Tablet,55+,347,108.38,73107,934,29,7,0.03,11.566666666666666,9.370028818443803,210.6829971181556
100092,2025-04-02,USA,North,Premium,Tablet,18-25,264,164.36,63580,750,16,6,0.23,8.8,18.677272727272726,240.83333333333334
100093,2025-04-03,India,East,Standard,Web,18-25,36,397.79,58889,220,58,3,0.41,1.2,331.4916666666667,1635.8055555555557
100094,2025-04-04,India,North,Standard,Web,26-35,74,458.74,80553,705,9,0,0.31,2.466666666666667,185.97567567567566,1088.554054054054
100095,2025-04-05,USA,West,Basic,Web,46-55,268,186.3,40236,1575,34,7,0.42,8.933333333333334,20.8544776119403,150.13432835820896
100096,2025-04-06,India,North,Premium,Web,18-25,184,160.42,5150,1064,19,3,0.25,6.133333333333334,26.15543478260869,27.98913043478261
100097,2025-04-07,Germany,North,Basic,Web,46-55,210,105.65,20423,228,17,2,0.06,7.0,15.092857142857143,97.25238095238095
100098,2025-04-08,UK,West,Standard,Web,36-45,244,342.46,5137,1214,44,8,0.01,8.133333333333333,42.105737704918035,21.05327868852459
100099,2025-04-09,UK,South,Basic,Mobile,55+,117,168.32,30992,1727,43,9,0.15,3.9,43.158974358974355,264.8888888888889
100100,2025-04-10,USA,South,Premium,Web,46-55,285,494.0,95438,1698,26,3,0.35,9.5,52.0,334.8701754385965
100101,2025-04-11,Canada,West,Basic,Tablet,55+,102,169.59,45921,128,58,3,0.4,3.4,49.879411764705885,450.20588235294116
100102,2025-04-12,USA,East,Premium,Mobile,46-55,208,203.13,80369,821,58,8,0.15,6.933333333333334,29.29759615384615,386.3894230769231
100103,2025-04-13,Canada,North,Standard,Web,36-45,241,305.63,67917,1647,48,1,0.25,8.033333333333333,38.04522821576764,281.81327800829877
100104,2025-04-14,UK,West,Standard,Tablet,18-25,322,402.83,74690,432,35,4,0.21,10.733333333333333,37.53074534161491,231.95652173913044
100105,2025-04-15,USA,North,Premium,Mobile,36-45,263,240.06,35235,1420,22,3,0.21,8.766666666666667,27.383269961977184,133.97338403041826
100106,2025-04-16,Germany,East,Standard,Tablet,18-25,268,217.1,79975,1253,31,8,0.12,8.933333333333334,24.30223880597015,298.4141791044776
100107,2025-04-17,India,North,Standard,Web,18-25,252,497.86,20122,1416,9,4,0.07,8.4,59.26904761904762,79.84920634920636
100108,2025-04-18,Canada,West,Standard,Web,55+,148,15.14,24956,1296,10,8,0.1,4.933333333333334,3.0689189189189188,168.6216216216216
100109,2025-04-19,India,North,Standard,Web,36-45,342,448.58,64879,1843,37,8,0.03,11.4,39.349122807017544,189.7046783625731
100110,2025-04-20,India,South,Premium,Web,46-55,293,83.08,59560,1043,5,1,0.1,9.766666666666667,8.506484641638224,203.2764505119454
100111,2025-04-21,USA,East,Basic,Mobile,36-45,236,395.1,83800,1147,58,8,0.0,7.866666666666666,50.22457627118644,355.08474576271186
100112,2025-04-22,India,East,Basic,Mobile,55+,124,312.79,69685,1222,40,2,0.31,4.133333333333334,75.675,561.9758064516129
100113,2025-04-23,Germany,East,Standard,Tablet,18-25,251,177.51,25660,1529,46,3,0.16,8.366666666666667,21.21633466135458,102.23107569721115
100114,2025-04-24,India,West,Basic,Web,55+,305,438.2,87064,455,33,0,0.49,10.166666666666666,43.101639344262296,285.455737704918
100115,2025-04-25,USA,East,Basic,Tablet,26-35,260,16.32,2168,238,35,0,0.1,8.666666666666666,1.8830769230769233,8.338461538461539
100116,2025-04-26,Germany,South,Standard,Mobile,26-35,338,121.08,46124,1626,36,0,0.17,11.266666666666667,10.746745562130176,136.46153846153845
100117,2025-04-27,UK,West,Standard,Web,46-55,148,287.78,36897,1949,16,8,0.18,4.933333333333334,58.33378378378377,249.30405405405406
100118,2025-04-28,India,South,Basic,Web,55+,297,182.26,16032,1297,39,7,0.0,9.9,18.41010101010101,53.97979797979798
100119,2025-04-29,USA,North,Premium,Mobile,46-55,302,309.08,53797,128,39,4,0.42,10.066666666666666,30.703311258278145,178.13576158940398
100120,2025-04-30,UK,North,Standard,Mobile,46-55,93,21.81,36294,1030,53,4,0.02,3.1,7.035483870967742,390.258064516129
100121,2025-05-01,UK,North,Premium,Mobile,26-35,327,67.06,44827,595,11,8,0.47,10.9,6.152293577981651,137.085626911315
100122,2025-05-02,Canada,North,Basic,Mobile,46-55,40,72.28,4516,1113,20,2,0.45,1.3333333333333333,54.21,112.9
100123,2025-05-03,Germany,South,Standard,Mobile,26-35,127,102.75,20751,754,39,2,0.27,4.233333333333333,24.271653543307085,163.39370078740157
100124,2025-05-04,India,West,Premium,Web,18-25,100,235.07,31373,927,18,6,0.27,3.3333333333333335,70.521,313.73
100125,2025-05-05,USA,West,Standard,Mobile,55+,87,378.54,31270,450,2,8,0.33,2.9,130.53103448275863,359.42528735632186
100126,2025-05-06,Canada,East,Basic,Web,46-55,319,453.71,11386,653,17,5,0.19,10.633333333333333,42.668652037617555,35.692789968652036
100127,2025-05-07,Germany,South,Premium,Web,26-35,280,419.33,65817,398,52,1,0.32,9.333333333333334,44.92821428571428,235.06071428571428
100128,2025-05-08,Canada,North,Basic,Mobile,36-45,305,106.48,66184,1843,50,0,0.02,10.166666666666666,10.47344262295082,216.9967213114754
100129,2025-05-09,Germany,South,Basic,Mobile,46-55,79,226.16,80693,1965,18,1,0.03,2.6333333333333333,85.88354430379746,1021.4303797468355
100130,2025-05-10,Germany,East,Standard,Web,18-25,245,107.71,38879,1315,46,0,0.23,8.166666666666666,13.188979591836734,158.68979591836734
100131,2025-05-11,India,East,Premium,Mobile,18-25,81,139.59,50597,1795,5,9,0.27,2.7,51.699999999999996,624.6543209876543
100132,2025-05-12,Germany,South,Basic,Mobile,36-45,300,256.74,40132,163,15,9,0.44,10.0,25.674,133.77333333333334
100133,2025-05-13,Canada,South,Basic,Mobile,26-35,113,43.37,4626,854,7,8,0.05,3.7666666666666666,11.514159292035398,40.93805309734513
100134,2025-05-14,Germany,South,Premium,Tablet,46-55,322,116.91,86936,869,47,9,0.41,10.733333333333333,10.89223602484472,269.9875776397516
100135,2025-05-15,India,West,Basic,Web,26-35,155,468.34,82515,1787,17,7,0.11,5.166666666666667,90.64645161290322,532.3548387096774
100136,2025-05-16,India,North,Basic,Tablet,18-25,325,238.4,78065,1338,51,6,0.2,10.833333333333334,22.006153846153847,240.2
100137,2025-05-17,Canada,South,Premium,Mobile,26-35,101,228.24,56390,933,47,2,0.16,3.3666666666666667,67.7940594059406,558.3168316831683
100138,2025-05-18,UK,South,Premium,Tablet,18-25,325,17.14,17645,265,42,7,0.2,10.833333333333334,1.582153846153846,54.292307692307695
100139,2025-05-19,UK,South,Premium,Mobile,26-35,265,131.23,92960,1666,38,1,0.08,8.833333333333334,14.856226415094337,350.79245283018867
100140,2025-05-20,Germany,East,Premium,Tablet,36-45,85,434.48,55144,1355,48,1,0.25,2.8333333333333335,153.34588235294117,648.7529411764706
100141,2025-05-21,USA,East,Standard,Mobile,55+,139,90.67,14382,1917,48,9,0.4,4.633333333333334,19.569064748201438,103.46762589928058
100142,2025-05-22,Germany,West,Premium,Tablet,36-45,221,213.41,5025,1664,11,2,0.22,7.366666666666666,28.969683257918554,22.737556561085974
100143,2025-05-23,Canada,North,Standard,Tablet,36-45,122,17.02,44226,1318,44,6,0.25,4.066666666666666,4.185245901639345,362.5081967213115
100144,2025-05-24,Canada,West,Standard,Tablet,55+,85,244.38,80380,605,9,0,0.42,2.8333333333333335,86.25176470588235,945.6470588235294
100145,2025-05-25,Canada,North,Standard,Web,55+,89,20.3,70711,1457,6,7,0.35,2.966666666666667,6.842696629213483,794.5056179775281
100146,2025-05-26,Canada,East,Basic,Tablet,46-55,167,411.61,97055,1891,45,6,0.25,5.566666666666666,73.94191616766467,581.1676646706587
100147,2025-05-27,Canada,East,Standard,Web,46-55,68,414.18,75710,892,54,3,0.13,2.2666666666666666,182.72647058823532,1113.3823529411766
100148,2025-05-28,India,East,Standard,Mobile,36-45,57,395.99,4443,1427,0,4,0.44,1.9,208.4157894736842,77.94736842105263
100149,2025-05-29,UK,West,Basic,Tablet,36-45,78,148.85,22395,932,48,9,0.29,2.6,57.24999999999999,287.11538461538464
100150,2025-05-30,Canada,South,Basic,Mobile,18-25,154,420.25,11725,1560,35,0,0.11,5.133333333333334,81.86688311688312,76.13636363636364
100151,2025-05-31,USA,South,Basic,Mobile,18-25,42,276.07,34461,1446,20,3,0.13,1.4,197.19285714285715,820.5
100152,2025-06-01,USA,East,Premium,Tablet,46-55,65,193.17,42115,1625,36,0,0.4,2.1666666666666665,89.15538461538462,647.9230769230769
100153,2025-06-02,USA,South,Basic,Web,46-55,130,316.41,97887,957,51,0,0.02,4.333333333333333,73.01769230769231,752.9769230769231
100154,2025-06-03,USA,South,Basic,Tablet,18-25,311,16.05,84732,1516,23,9,0.5,10.366666666666667,1.5482315112540193,272.4501607717042
100155,2025-06-04,India,West,Standard,Mobile,18-25,115,80.05,80790,905,54,0,0.07,3.8333333333333335,20.882608695652173,702.5217391304348
100156,2025-06-05,USA,North,Basic,Mobile,26-35,33,373.72,80557,1722,24,6,0.4,1.1,339.74545454545455,2441.121212121212
100157,2025-06-06,Canada,East,Premium,Tablet,26-35,252,129.64,72260,1272,6,6,0.2,8.4,15.433333333333332,286.74603174603175
100158,2025-06-07,Germany,East,Basic,Web,18-25,195,303.02,29690,860,41,3,0.25,6.5,46.61846153846154,152.25641025641025
100159,2025-06-08,USA,West,Premium,Web,26-35,307,198.7,2407,932,16,1,0.44,10.233333333333333,19.416938110749186,7.840390879478828
100160,2025-06-09,India,West,Basic,Mobile,55+,159,428.85,74568,1528,28,2,0.21,5.3,80.91509433962266,468.9811320754717
100161,2025-06-10,India,South,Basic,Mobile,46-55,60,476.68,59560,382,29,7,0.27,2.0,238.34,992.6666666666666
100162,2025-06-11,USA,East,Basic,Web,46-55,40,442.95,48340,1485,6,7,0.02,1.3333333333333333,332.21250000000003,1208.5
100163,2025-06-12,Germany,North,Basic,Tablet,18-25,331,142.6,18794,478,32,5,0.0,11.033333333333333,12.924471299093655,56.779456193353475
100164,2025-06-13,USA,West,Premium,Mobile,36-45,125,105.14,20881,297,6,9,0.12,4.166666666666667,25.2336,167.048
100165,2025-06-14,India,North,Premium,Web,18-25,219,242.47,87292,1114,57,8,0.34,7.3,33.21506849315069,398.5936073059361
100166,2025-06-15,UK,North,Standard,Mobile,26-35,221,13.59,95952,1123,23,8,0.06,7.366666666666666,1.8447963800904978,434.17194570135746
100167,2025-06-16,Canada,East,Premium,Tablet,36-45,295,22.65,50703,655,10,3,0.06,9.833333333333334,2.303389830508474,171.87457627118644
100168,2025-06-17,India,East,Basic,Web,26-35,157,281.11,45354,455,8,0,0.21,5.233333333333333,53.71528662420383,288.8789808917197
100169,2025-06-18,USA,West,Standard,Mobile,55+,267,265.02,92288,1663,11,0,0.32,8.9,29.77752808988764,345.6479400749064
100170,2025-06-19,Canada,East,Standard,Tablet,26-35,141,497.35,79462,1552,34,9,0.36,4.7,105.81914893617021,563.5602836879433
100171,2025-06-20,USA,East,Standard,Mobile,55+,345,108.9,15390,1140,3,4,0.09,11.5,9.469565217391304,44.608695652173914
100172,2025-06-21,USA,East,Basic,Tablet,55+,174,136.47,88475,738,35,1,0.04,5.8,23.529310344827586,508.47701149425285
100173,2025-06-22,UK,North,Premium,Tablet,26-35,94,65.63,28307,478,27,5,0.47,3.1333333333333333,20.945744680851064,301.13829787234044
100174,2025-06-23,Canada,West,Basic,Web,26-35,276,459.6,97364,779,56,6,0.13,9.2,49.956521739130444,352.768115942029
100175,2025-06-24,Canada,South,Standard,Tablet,55+,252,391.13,95049,605,12,0,0.43,8.4,46.56309523809524,377.17857142857144
100176,2025-06-25,UK,North,Basic,Mobile,36-45,342,412.95,25502,1879,22,5,0.43,11.4,36.223684210526315,74.5672514619883
100177,2025-06-26,India,East,Basic,Tablet,55+,135,452.35,96599,998,18,7,0.39,4.5,100.52222222222223,715.5481481481481
100178,2025-06-27,USA,North,Premium,Tablet,46-55,210,267.2,23486,175,41,4,0.08,7.0,38.17142857142857,111.83809523809524
100179,2025-06-28,Germany,East,Premium,Web,55+,213,231.08,39258,330,36,6,0.41,7.1,32.54647887323944,184.30985915492957
100180,2025-06-29,USA,East,Standard,Tablet,36-45,255,171.89,58716,1839,38,9,0.38,8.5,20.222352941176467,230.25882352941176
100181,2025-06-30,USA,North,Basic,Tablet,46-55,294,298.72,98228,1061,23,5,0.3,9.8,30.481632653061226,334.10884353741494
100182,2025-07-01,India,West,Basic,Mobile,18-25,307,232.6,82494,1371,15,3,0.17,10.233333333333333,22.729641693811075,268.7100977198697
100183,2025-07-02,USA,East,Premium,Web,18-25,118,231.27,83768,401,32,6,0.13,3.933333333333333,58.797457627118646,709.8983050847457
100184,2025-07-03,UK,West,Basic,Web,36-45,205,469.09,11748,825,11,9,0.06,6.833333333333333,68.64731707317073,57.30731707317073
100185,2025-07-04,UK,South,Basic,Web,55+,47,492.18,63785,314,33,8,0.25,1.5666666666666667,314.15744680851066,1357.127659574468
100186,2025-07-05,Canada,East,Basic,Tablet,26-35,135,400.28,77050,1281,6,9,0.29,4.5,88.9511111111111,570.7407407407408
100187,2025-07-06,Germany,West,Premium,Web,36-45,300,380.81,23738,168,10,9,0.18,10.0,38.081,79.12666666666667
100188,2025-07-07,USA,West,Standard,Tablet,46-55,348,343.47,75231,492,30,6,0.24,11.6,29.609482758620693,216.18103448275863
100189,2025-07-08,USA,South,Standard,Tablet,46-55,196,91.38,74606,1208,28,4,0.18,6.533333333333333,13.986734693877551,380.64285714285717
100190,2025-07-09,India,West,Basic,Mobile,18-25,42,38.96,94301,366,12,6,0.32,1.4,27.82857142857143,2245.2619047619046
100191,2025-07-10,UK,West,Standard,Mobile,46-55,61,348.46,42662,1192,30,2,0.45,2.033333333333333,171.37377049180327,699.3770491803278
100192,2025-07-11,Germany,South,Premium,Mobile,36-45,69,367.11,97297,710,1,1,0.08,2.3,159.6130434782609,1410.1014492753623
100193,2025-07-12,Canada,East,Premium,Mobile,46-55,177,33.02,83234,1470,38,4,0.19,5.9,5.596610169491526,470.24858757062145
100194,2025-07-13,UK,West,Standard,Mobile,36-45,247,464.75,16123,1108,14,3,0.07,8.233333333333333,56.44736842105264,65.2753036437247
100195,2025-07-14,Canada,West,Standard,Tablet,26-35,248,54.66,26616,1061,56,4,0.31,8.266666666666667,6.612096774193548,107.3225806451613
100196,2025-07-15,India,West,Basic,Tablet,18-25,111,150.09,12182,827,10,7,0.36,3.7,40.564864864864866,109.74774774774775
100197,2025-07-16,India,North,Standard,Web,46-55,362,339.47,91369,772,33,3,0.47,12.066666666666666,28.1328729281768,252.40055248618785
100198,2025-07-17,USA,South,Basic,Tablet,36-45,237,93.24,99878,522,38,8,0.14,7.9,11.80253164556962,421.42616033755274
100199,2025-07-18,Germany,North,Basic,Tablet,55+,230,37.15,63013,1729,3,6,0.48,7.666666666666667,4.845652173913043,273.9695652173913
