user_id,ticket_id,issue_type,created_date,resolved_date
30443,ca055d15-d7ea-4ad5-b0cc-6c8f7f813507,Account,2025-04-17,2025-08-11
30443,e9108219-e350-42bb-b859-fb23e0418cd3,Technical,2025-08-11,2025-05-23
41516,e9abeac0-ca40-43b0-bdd4-95a877f25cb2,Billing,2025-08-29,2025-09-22
32393,0e931651-2e87-4998-a7ca-8b16ab91b070,Account,2025-07-31,2025-07-01
8626,da084ca3-9024-4182-bd5a-226f7c450fff,Account,2025-09-20,2025-05-30
30748,33d99232-b8b1-4458-a37f-cd3134c31824,Streaming,2025-05-26,2025-08-13
36158,dc25c125-65bd-40ef-bb58-916705aa2a81,Streaming,2025-05-05,2025-09-12
17092,8e99cab0-e3c4-473c-908d-6dbe16c49f1b,Technical,2025-09-04,2025-06-14
17092,31a269ef-43a2-4019-a756-3747ace0e801,Technical,2025-09-02,2025-08-19
17092,61b0f38a-ed9c-43cd-8050-7dbe57953ab4,Billing,2025-10-11,2025-09-18
23955,b91df4a6-473b-4226-9e3f-4aabf79deb14,Account,2025-08-11,2025-07-09
23955,b2c9a4d4-3801-49c4-8e67-6a6fccc36b35,Technical,2025-04-15,2025-09-22
23955,ba38d032-b402-4620-8bde-3d66896ebda6,Technical,2025-05-30,2025-06-27
35180,9cffbbbe-025a-48c9-a8be-3542394af0b7,Billing,2025-07-19,2025-08-06
14021,60f4e79e-6c15-4ea3-b9ff-61eb03c760fc,Account,2025-09-25,2025-08-12
14021,865b0a60-5ba9-4648-b3c3-2fb5c489c1ac,Technical,2025-04-27,2025-07-17
4976,f2131c74-26c9-4de8-9456-8c82a079f9b9,Account,2025-08-09,2025-09-26
4976,0e78df54-a918-4823-bb28-f8f3225c4835,Streaming,2025-07-29,2025-07-20
41182,05bf17a7-d8c6-4514-8545-4376040bb8b4,Billing,2025-05-09,2025-08-20
41182,4dd952b6-ed8b-439e-a7dd-67be22cda91f,Streaming,2025-06-23,2025-10-04
6193,aec199a9-1db5-4ec0-9763-4dd84ffcb1f4,Technical,2025-09-16,2025-09-24
6193,83d1c170-a586-42f4-adf4-f5343049aa34,Account,2025-09-24,2025-08-21
6193,145c1c87-2662-405a-a3e2-b4beb7b31da2,Technical,2025-05-21,2025-09-22
2665,75220a12-9a05-4615-9c50-8c3c0764e085,Technical,2025-06-09,2025-06-22
2665,996607a4-5bc2-4d99-b4ca-47edaca8688b,Account,2025-05-02,2025-08-02
25365,b77498bd-db01-4a48-b263-16575f35f77b,Account,2025-06-30,2025-09-13
25365,87d7da7a-3cb0-49fb-959c-8604b975e9f4,Streaming,2025-08-26,2025-08-20
33771,58cab187-517d-4774-8f9b-fa1e0a807d67,Technical,2025-06-05,2025-09-30
33771,183a4512-f363-4510-97fe-999348d4a597,Technical,2025-04-26,2025-08-27
33771,365ab58f-a056-4f68-8b05-276f51e2b2ef,Billing,2025-05-03,2025-08-02
1163,0720427a-05f3-4e6c-a0d9-6c5e8ae7f6a8,Streaming,2025-05-18,2025-09-15
10640,4d0fb9e6-73a0-4c6e-b542-7fda4ff965d5,Streaming,2025-09-25,2025-10-11
10640,316e7775-bc92-430c-ab7b-55723327c415,Account,2025-09-21,2025-07-29
10640,b17f219d-ec81-4986-ad0f-7f528c6ced01,Billing,2025-06-03,2025-05-22
31670,a67fea91-7502-4cfb-a52a-4a9a1dd37514,Streaming,2025-07-07,2025-05-27
28326,5e166849-c4d1-48ee-b4b4-c7547b25a18d,Account,2025-08-08,2025-09-16
28326,715b3e49-8437-4d02-b846-1d04d1551a2a,Technical,2025-09-29,2025-07-20
42732,58463769-5f04-4ab1-8472-c7369241da84,Technical,2025-05-21,2025-08-12
42732,850daa73-c153-49a6-8eb9-8088be41b142,Account,2025-05-08,2025-07-23
41632,f598763a-018d-441a-8a50-d4dcd7b7c94e,Streaming,2025-07-25,2025-10-14
34794,5d8d1358-bf88-464d-9163-cab5ce41e384,Billing,2025-07-06,2025-08-27
34794,300717cc-a989-4497-968b-5696e1304593,Account,2025-05-09,2025-07-09
12681,94c9ef81-c860-407d-a9f5-a695418d53fc,Technical,2025-10-09,2025-09-04
12681,c79a9cb9-eb30-4a32-8724-03f401d9ebb2,Billing,2025-05-31,2025-07-04
5476,5c8962de-90b6-41fe-a264-a035c40daa8e,Technical,2025-08-04,2025-05-31
17149,71b75c71-4076-489e-9999-cb95469d6f1d,Billing,2025-04-16,2025-06-10
4499,47fe67ca-4b91-4f31-a24d-b403b861d331,Technical,2025-06-27,2025-08-30
32271,6f783ccc-8105-48ca-88ad-7f0d79233ebd,Billing,2025-07-05,2025-05-16
32271,ee9d312d-aae8-4346-94a7-911daa153505,Streaming,2025-07-04,2025-07-04
32271,600955e3-139b-45da-9d47-81ee6928aaea,Billing,2025-07-17,2025-10-05
5274,47bbbb7d-1ab7-425f-87e7-b7ec51eb283c,Technical,2025-10-07,2025-10-07
4047,3266d2df-ac3e-430d-988d-f4453a8d2b8c,Billing,2025-09-05,2025-07-21
31713,fe2cbff2-7038-4b08-a276-3e5915eae7fb,Streaming,2025-04-18,2025-06-08
31713,4d8723b9-7663-4a8d-99a1-d4ef4d1eb5d3,Account,2025-08-10,2025-08-17
3034,d04fa641-a55a-4f0d-905d-0960bc5eeffa,Streaming,2025-10-07,2025-09-22
3034,75376bee-bb91-4ce0-a9a3-17511a05cf2a,Technical,2025-08-09,2025-06-05
3034,aa871ada-0a0b-4caf-9f8e-038bc28d0a43,Streaming,2025-06-10,2025-10-01
14866,25c6b4f9-7a69-4d27-ada1-ab39022cd137,Technical,2025-07-18,2025-09-25
14866,3981d580-7b0d-47aa-9400-9cdce2e3928b,Streaming,2025-08-12,2025-08-19
2001,59577af5-4fc8-43a2-9748-05aaeedd1448,Technical,2025-07-24,2025-09-05
2001,6ee42423-e624-4a5b-8a96-69cc9307e54e,Technical,2025-05-04,2025-09-02
2001,e74bab68-ed98-4a82-99f0-1b8f6f83a624,Account,2025-09-04,2025-08-20
20013,7e1ea00b-0530-4493-866c-4e94ae02c717,Streaming,2025-07-06,2025-07-25
20013,d023d8f2-36db-4451-beea-e14c597f6a42,Account,2025-07-29,2025-06-10
3144,4e1a8e9e-d75a-43d5-bc6f-8ea3a0680df7,Technical,2025-09-06,2025-06-12
45144,5806f6d9-cafd-4452-81cb-3d35202b2873,Streaming,2025-08-18,2025-07-23
10681,7716685c-5478-4220-a6d0-000fcfef6cff,Account,2025-08-01,2025-09-09
10681,ac1e0278-4593-4ab8-9581-fa20153e4f13,Streaming,2025-09-28,2025-06-11
10681,353039cd-8ff8-433a-9dcf-f206502694fd,Streaming,2025-05-28,2025-09-23
13705,af2e01f4-bd4b-4fb0-86a8-8c3f52141551,Streaming,2025-04-24,2025-06-18
39428,22e56df9-eb19-4cd8-b8a7-6400dab24f8d,Account,2025-10-03,2025-07-19
39428,e52005ac-0571-4f26-b3b2-16ce59a64434,Technical,2025-09-06,2025-09-08
39428,5f369227-696e-471f-b61a-2462caf7f525,Technical,2025-09-20,2025-09-30
7350,86f8debe-29ad-4273-a840-5a973e0246e9,Billing,2025-04-16,2025-10-10
7350,ca3fca05-4fe5-435a-af4e-5344bcbe63d6,Streaming,2025-06-03,2025-09-12
7350,d4b81485-1d58-4f42-8aa6-6014b9704347,Technical,2025-09-28,2025-08-18
33500,5f8e25ce-b9ec-49af-a004-902b6b5aa362,Technical,2025-06-25,2025-09-18
33500,0a671b1f-69e7-4250-bd2d-b12f5467d762,Account,2025-06-29,2025-06-28
33500,46131679-2d6b-4079-b4a3-7cd265c5e5b7,Technical,2025-08-26,2025-09-19
42643,b60bde03-ef54-4fe2-977f-699374522a07,Streaming,2025-10-04,2025-06-17
42643,15e13c94-947f-4d86-a172-98ef6e3a3eb8,Account,2025-07-08,2025-09-17
42643,13df2c2f-1ba5-4d9e-b830-cadea4f8f1fe,Billing,2025-05-12,2025-10-05
22733,7799fa9e-6df6-4be9-b32d-e31223f13d2c,Account,2025-07-30,2025-09-20
22733,38a9cabf-a549-4881-aa79-e1e28ed6ca7b,Billing,2025-09-25,2025-06-12
22733,5741ccb2-79ed-416e-a2c5-7110591fd353,Technical,2025-10-13,2025-07-24
8517,e472254e-4de8-4d64-acd6-de440d9b308c,Account,2025-08-01,2025-09-14
8517,485e283e-5daf-482f-a74f-4b01a8cce02f,Account,2025-05-20,2025-09-20
49512,880673ee-7ad2-4e4a-a789-f7463fe85696,Billing,2025-07-07,2025-10-11
49512,17233ce3-308e-4ab2-a928-0c3bc372ab5a,Account,2025-05-28,2025-08-13
14075,0b6fee0a-2797-4a19-93da-942b1472d724,Technical,2025-07-31,2025-09-03
13785,f14e8a2b-9390-4009-bc68-6be72f4b9db4,Technical,2025-06-15,2025-08-23
13785,436ea5dd-d78f-4519-8466-c4469769407b,Account,2025-08-17,2025-07-31
2319,4d8310af-9c86-410d-b4e4-53545e84223c,Technical,2025-04-20,2025-10-08
30943,ad8c0f17-b722-4949-a3ac-672432f0692c,Technical,2025-05-03,2025-05-19
3794,f8622c1c-9d9f-4025-bfd8-8e8554b3eee5,Billing,2025-09-26,2025-08-06
39767,94ed92e4-33c5-4133-b68e-b134aa53c6ba,Streaming,2025-09-18,2025-06-21
39767,99232010-da68-4de0-9256-d4076d91d7ab,Billing,2025-04-28,2025-08-17
40339,197f16b2-00ec-4392-b5c5-1192685ce600,Technical,2025-08-13,2025-09-08
40339,461fa487-02c3-4268-a4f6-4244606ee629,Technical,2025-04-22,2025-07-13
33966,dba58f02-51e3-42fc-8301-2f87a87cd13c,Account,2025-05-23,2025-06-09
39553,a24ada11-010f-4658-8cf5-a1c6959dcfdd,Technical,2025-07-24,2025-09-15
39553,18933152-5fa6-418e-9f79-cfed7b791968,Billing,2025-06-15,2025-08-06
39553,e59ac4af-6968-4801-9e2b-e982821c3aa0,Account,2025-05-25,2025-09-28
3434,755016d7-77d4-4425-8cec-6f3b40b49bfb,Account,2025-10-05,2025-09-14
12142,2eb609e1-e05e-4d37-b4df-664ac36ebcfe,Billing,2025-08-05,2025-07-21
13516,6fb509b1-e86e-4694-a354-7d331d225473,Streaming,2025-07-23,2025-07-31
13516,bc1812a4-b151-412d-82e7-46a3386cb2c6,Account,2025-10-05,2025-09-01
13516,d46e63a8-faf5-4f8a-95a6-0058ee2a770e,Technical,2025-10-04,2025-08-23
8391,5e1440c1-85a6-4908-9ce2-6b029d115cf6,Streaming,2025-07-20,2025-06-04
8391,9c76b468-4be2-4fe8-b5c8-024eb5fd7db4,Billing,2025-06-17,2025-06-22
404,8aa42b7a-cc4b-4958-87b2-f3885a31301f,Technical,2025-06-05,2025-06-29
404,4de08273-eb96-4e3e-a443-9e85eacd86c7,Account,2025-09-29,2025-05-29
404,2faa4b32-c150-4bfb-9ffd-02f75b33a10a,Streaming,2025-07-17,2025-09-15
27818,a77067fe-103e-4d3b-bec8-e4681ee9741d,Account,2025-04-18,2025-08-12
27818,53601564-37c1-43e1-9c21-544a33fbe946,Billing,2025-08-02,2025-09-09
24799,cbb89328-cb59-41c5-843b-08301594a52f,Billing,2025-07-28,2025-05-15
24799,9c1ced6b-3b36-4619-afb5-aa4b9fdee6ad,Streaming,2025-07-15,2025-07-13
36604,dfb033b1-72a5-4cb9-a8ef-c59c01dd7ce3,Account,2025-05-07,2025-08-11
36652,bb521495-0540-4407-a78a-4df22736709c,Technical,2025-09-17,2025-09-10
40539,cf054938-63fd-4141-955b-9397a5f5efcf,Streaming,2025-04-28,2025-08-13
6913,bf60f106-144c-4f45-ac75-2519e8d35ceb,Account,2025-06-22,2025-09-28
6913,afb675ff-1cb6-478a-82d6-70b6d77ea63d,Technical,2025-07-22,2025-09-29
6913,7d2c8da5-f630-4368-b6d8-9877de0e72c3,Streaming,2025-10-07,2025-08-17
43567,9c61209b-0ba9-4204-8f37-6e2cccc588f6,Billing,2025-07-22,2025-07-24
43567,9150130a-b9bc-4ef9-92d4-738b6bea1620,Technical,2025-07-01,2025-05-15
8783,dcb0ebd3-dc25-4309-b13e-12c8e348a4f4,Billing,2025-05-28,2025-06-30
8783,a51c3137-825e-4582-bb53-f07b6adc50c9,Account,2025-06-30,2025-09-30
8783,c7caa4a4-e856-41a6-aed0-44cf8fe8c092,Account,2025-07-24,2025-07-17
17363,c630a429-2957-4785-bff5-4a37facfe96c,Technical,2025-05-12,2025-06-26
35980,2fc57ea9-fe09-41ae-9420-c79a9477eb9e,Technical,2025-07-07,2025-07-03
4061,e99e3ad2-b7e8-4eff-9d3f-bf76c78145b6,Technical,2025-05-05,2025-07-09
22931,6354830f-bd6b-4984-bc82-32377d369d25,Account,2025-05-19,2025-09-21
22931,8561ee21-7655-4c1a-8535-13e9f78da31a,Technical,2025-09-10,2025-06-25
27825,68c6aae5-3795-419b-b314-e33338514512,Streaming,2025-08-16,2025-07-11
40755,cd047cad-8dee-45fc-8af5-2cd2c175faeb,Account,2025-04-24,2025-07-15
40755,b3a55fa6-c051-49a8-8945-964f1bba450f,Account,2025-08-18,2025-07-31
37440,380a36e7-ef23-4cd7-acd6-1bd04aabce89,Streaming,2025-08-14,2025-08-21
37440,11d89115-69e5-48e2-8214-b19e0238a531,Streaming,2025-07-08,2025-07-25
1806,709df2f5-afe9-4889-bc18-ca8cd0718243,Technical,2025-04-29,2025-06-20
1806,02dc8c2b-7dc7-43ed-9b20-832d71ddab72,Billing,2025-05-04,2025-06-20
15878,73691e5c-b923-4420-aa0d-ccc006690427,Account,2025-10-14,2025-09-24
15878,6f5a4a7b-c484-4a75-a3d7-fa1f1576c0c5,Technical,2025-04-20,2025-05-31
15878,3955f9fc-09e6-4d6c-88c6-f161aa51c491,Account,2025-09-25,2025-10-10
48201,b0ee36cb-fa28-4d37-841c-8cb1eaab68eb,Billing,2025-08-19,2025-09-03
48201,3982564d-346e-4c05-adf6-b5ff5f456cea,Streaming,2025-07-04,2025-09-22
29869,7d09d611-359c-449d-a151-204f29191b73,Billing,2025-08-20,2025-07-20
23173,6a8d68f8-43c7-49f9-b34d-b31e6a90b6b2,Technical,2025-08-21,2025-05-26
23173,56a0ced0-e9fd-4b37-ad28-e35d1bd0039d,Billing,2025-04-29,2025-09-22
23173,ced81607-6d76-44b4-b09c-062297925ad3,Technical,2025-10-14,2025-07-13
18627,943a5a9d-7a36-42db-ac5c-3d51e9c1affe,Billing,2025-06-04,2025-07-14
18627,9da4e728-6f37-4961-9b1b-efe40603848a,Technical,2025-09-28,2025-05-27
18627,b8128b45-2630-40d8-b792-f9a89c879552,Streaming,2025-05-13,2025-08-23
19114,27ab03db-cc4b-4f33-977d-fb47de16fc15,Account,2025-07-30,2025-07-30
19114,8cf7c5d9-f6dd-4d6a-b2b6-c3a80d52554a,Technical,2025-07-03,2025-06-12
30278,20d6e2e3-c42b-4f49-9cad-677d8e362b68,Account,2025-04-24,2025-06-24
30278,b5ed2855-60f5-4dd9-b9d5-310b182935b8,Technical,2025-06-23,2025-09-12
14164,80459078-59be-46aa-97a7-0b3d023b436e,Billing,2025-09-20,2025-07-04
34686,f1ec5ddb-e9ad-4a6d-8fe9-169d788c78c5,Account,2025-09-23,2025-09-13
34686,b26a0d9c-651c-4b1f-b15a-4f41519bdc31,Billing,2025-08-05,2025-07-11
8518,a88ba6af-a9e0-4c54-be02-f9bf5bcd7f40,Account,2025-10-12,2025-07-25
8518,6f75a331-e413-4795-a047-5cca164e58d0,Technical,2025-05-04,2025-07-09
40696,17af2f14-84b8-431d-9d6a-7fd36ae3c2ab,Streaming,2025-04-22,2025-07-04
40696,aab508f7-ab40-46f0-a9c8-357e8a1777c2,Account,2025-06-27,2025-08-27
40696,14fb6da4-df54-4d22-898a-e29aa6ab648f,Billing,2025-06-03,2025-07-02
31096,1ea894f7-2895-4ebf-85cf-3815ba606dc4,Technical,2025-09-18,2025-08-04
31096,e4d4e45e-6a81-448c-ba0d-b2d6e5a79e95,Streaming,2025-07-28,2025-05-24
46865,4536b15b-1610-4d2f-88e2-61c007316f9a,Streaming,2025-05-28,2025-09-10
46865,7387d3eb-00f8-4ef3-b506-55ffe17682ea,Billing,2025-09-14,2025-05-18
863,0ba804b4-6833-451b-bf1e-e2613970a74c,Streaming,2025-05-13,2025-09-13
863,bf3918d6-5c4c-41eb-82f4-746c5ffa7b8a,Streaming,2025-05-12,2025-09-09
36216,ac873839-aafe-4fac-8f2f-1d16eaa11f22,Account,2025-05-24,2025-09-17
939,18d39a0e-b21a-4758-8475-57c031fc701e,Technical,2025-05-15,2025-07-27
21269,3463b2f9-1fef-4134-8d33-dbdf2276087b,Streaming,2025-04-26,2025-07-22
21269,73756d2d-a521-4ca6-a299-d5321104f9eb,Billing,2025-10-12,2025-06-12
21269,b1273b37-0511-459e-9f0b-d6348fb870ae,Technical,2025-05-24,2025-09-04
957,7b1d61ad-c4eb-4140-a490-6db2dac6ca49,Account,2025-06-29,2025-09-25
957,be0de6e9-b27c-4c92-a06b-67b4e78fad35,Account,2025-07-31,2025-05-27
41461,fb4370e3-2327-40e1-af06-afbd22e374a0,Technical,2025-07-04,2025-07-08
37174,4445d8ee-59ba-49c4-8b57-4189ecbb5cfb,Technical,2025-09-12,2025-06-24
37174,6c8838c8-48e6-44a1-a5b9-2ca3c668e07b,Account,2025-05-20,2025-09-18
37174,35d1def7-389e-4085-8e80-f068f352290a,Billing,2025-08-11,2025-09-03
37999,e2d66156-3918-4157-a766-718c9f9e7385,Streaming,2025-07-07,2025-06-21
31774,25407993-759f-469b-88f6-89a890ffc652,Billing,2025-07-19,2025-06-22
31774,a8ebcc67-6c5d-4347-82df-e2097d7338ba,Account,2025-07-23,2025-08-29
41093,2be6c01f-3977-4da6-b1b6-e675fd41638c,Account,2025-09-08,2025-09-02
41093,a8d96ec1-69f0-4dd8-80a6-47585b5db6a6,Billing,2025-07-19,2025-05-16
36430,f7313500-ac4a-4091-aa3d-5dbc6540680f,Account,2025-08-20,2025-07-29
9801,8e4610d9-74ed-4f75-a2bb-3eca99769d99,Account,2025-09-21,2025-07-30
9801,e73fd84a-68d1-460d-8882-4bc548f319ba,Technical,2025-08-22,2025-07-26
4768,7cd0beb0-93b0-4d9c-af93-a3b0e53425cb,Billing,2025-09-07,2025-10-07
34666,d4ef682b-d51e-4d85-b750-77807702b296,Technical,2025-05-26,2025-05-17
34666,442dbdf3-49e2-4ef0-b075-cdc5482e54c9,Streaming,2025-08-26,2025-08-28
27800,9a26c235-e1f3-4e45-8987-d8c5cf4ee3dc,Technical,2025-08-26,2025-07-06
27800,34b2fbe8-d033-4efc-998f-2a89afe2a875,Technical,2025-07-20,2025-07-05
3039,e93eaa25-74e4-4661-a4f5-14d727ae3b79,Streaming,2025-07-10,2025-09-22
29477,83b8ecf1-04df-4398-8849-916b49e8ba3e,Account,2025-05-16,2025-06-02
29477,b12cbdf4-e7bb-4621-a652-87be22f2af6c,Account,2025-09-26,2025-05-15
29477,8bf10ad5-3df9-4b7f-87ed-76b5138e12c0,Technical,2025-04-18,2025-09-22
21740,1be1422c-ec48-4dc3-8d2f-6c6a422dd37e,Account,2025-06-10,2025-09-02
21740,396aad24-0737-4431-ae2a-9f079abf805b,Billing,2025-04-16,2025-05-29
21740,f6605528-415d-4120-aef7-0096b93549c2,Technical,2025-08-01,2025-09-17
39424,bb16b6af-1bda-457b-b661-a7cd3ba2997f,Technical,2025-06-18,2025-06-12
39424,aa4b7341-d665-4ae7-9ee4-8789a1089f30,Billing,2025-08-30,2025-07-04
2751,3159d59b-3f80-4242-b5b4-c4ce9f4cbbaa,Billing,2025-10-04,2025-08-18
2751,be8c3586-e81f-4b4c-ba33-e6be54915854,Streaming,2025-09-27,2025-07-03
2751,6bf5cda7-8a7f-40d6-9819-f5288f8713bb,Account,2025-07-06,2025-08-19
1713,e1ef3eb8-3ea7-4e7b-9ca4-3e1a8969e01b,Billing,2025-04-21,2025-09-01
1713,13f830e2-b8fd-4f2c-a6e6-6595a0c2d9e6,Billing,2025-08-16,2025-05-20
43371,689bfe7c-54af-4de1-b492-bb4e98aff44c,Account,2025-09-15,2025-08-19
43371,08102bd7-4d2a-4c53-ba4a-2c5ea62d1cca,Technical,2025-07-01,2025-06-11
35178,4220dce5-c1f1-4b27-bf19-9c1486143089,Billing,2025-08-11,2025-06-05
34846,5fd6a47f-6c1d-4a8b-9679-21b820648846,Billing,2025-07-04,2025-09-24
34846,8d7f09ff-fbfb-4b4e-bede-b9c0a88a90bc,Billing,2025-05-31,2025-05-18
34846,41f51384-e24c-4afb-aeea-01982174172e,Streaming,2025-07-24,2025-06-17
21661,bcf2cdbe-f83d-4aa6-a858-34750c53a405,Account,2025-08-15,2025-05-17
21661,9c3267bd-6ede-467c-a23f-0a1620e64c89,Account,2025-09-28,2025-08-24
21661,463777d0-bc8b-43a8-b45e-be55b953ae53,Billing,2025-04-30,2025-05-28
34038,4b40669c-e668-4f61-bee7-2cc3986fa01e,Billing,2025-09-14,2025-08-21
34038,24705d1c-b3d5-4c06-9567-7d3e27d33066,Billing,2025-09-08,2025-09-23
45422,74f56755-3f1d-4d1e-bd26-42e4da71c3d9,Technical,2025-06-16,2025-08-07
9265,8dfb7aa8-235d-484f-8bc2-f021a5420d9e,Technical,2025-08-31,2025-05-29
9265,fc8d82e8-8c0f-488e-befe-5519c6a65a87,Account,2025-09-03,2025-08-07
9265,f797f4cd-8197-4683-8cd6-3ba7278fc956,Streaming,2025-04-18,2025-10-04
8491,8deb5543-5861-4c37-aa3c-769a3030030e,Streaming,2025-05-28,2025-06-03
8491,e9024cfa-aae9-4479-9f0d-13fa23e57d47,Billing,2025-09-26,2025-08-31
8491,77708aae-05f3-40a7-b2e9-d8da6b59497d,Billing,2025-04-20,2025-09-24
24616,973c8aa5-8360-43f1-bde7-04c4f50310e4,Streaming,2025-07-12,2025-06-18
24616,3d38d1f7-1766-48fc-969e-0861b24d7b2e,Billing,2025-07-26,2025-06-12
9800,1b1a3c6a-ea12-49c5-ba9e-c1d6a0280e96,Account,2025-05-02,2025-07-24
9800,a972f24f-94ce-41ed-a0d3-bc0a5af30dd7,Account,2025-06-27,2025-05-30
38917,21e32fcc-d416-4009-ac69-c41fc0955983,Billing,2025-06-28,2025-06-27
38917,167ef02b-5f21-4de1-b457-21eded1189ef,Billing,2025-07-26,2025-09-20
25692,734f1b6c-c98f-48bf-9925-a57b6d3dc4f0,Streaming,2025-08-26,2025-07-10
25692,867de0ac-cae2-4db9-b763-97436cb0a84b,Billing,2025-07-11,2025-06-27
40568,73e26e77-24a1-4d35-825d-4ee1bb5385dc,Technical,2025-09-09,2025-06-02
40568,0f7f898e-c396-4f40-bfb0-b5bebf8fe6a9,Account,2025-10-06,2025-07-16
40568,649316d6-b5bb-42d2-b818-119e29c1ecbf,Billing,2025-06-25,2025-07-22
22994,e8da5c1e-2fdf-4495-a709-fad626879279,Account,2025-09-18,2025-10-04
22994,bbe6718b-9586-4c71-aaf1-2dbf6215be1d,Account,2025-06-04,2025-07-24
8245,05ab1544-54a3-417f-8d8b-cc0dfed845e0,Streaming,2025-09-29,2025-08-27
29554,ba7f9339-bf57-467f-98a7-ed10cd0d9d73,Technical,2025-09-07,2025-06-25
29554,3bfced3b-982e-4719-8f53-8cd3d5201efe,Account,2025-06-08,2025-09-14
29554,259abfe3-b211-4fde-a2df-2590cffcc469,Billing,2025-04-18,2025-08-04
39617,5df613f2-e9b4-4010-8519-d310753c5e21,Billing,2025-06-17,2025-05-18
39617,d83e4cf3-541f-4b0f-ba7d-d782bbc2bfa8,Technical,2025-10-03,2025-09-24
43251,bdb95c69-90dd-4b82-a683-3bcd87020897,Account,2025-08-26,2025-06-11
43251,a14c8fc3-b61a-4ed1-a4b7-179e9f5cbbf8,Billing,2025-09-12,2025-07-24
3465,e9761d33-0189-43ae-b3dd-27efdd5dce9f,Technical,2025-07-24,2025-06-13
11309,5f13b32c-dc3f-437d-8219-db5a546355b3,Technical,2025-07-26,2025-09-01
11309,ee3492c3-19c2-4ce2-9965-0b11c1538ee6,Streaming,2025-09-11,2025-05-19
43834,61dd37dc-c7e4-4eb0-a07f-0a69506d1734,Technical,2025-05-27,2025-06-20
43834,1bd4efaa-4363-4b38-856f-6e56b1c7cfa9,Billing,2025-06-04,2025-07-16
3474,dfde655d-412d-4a38-8e79-9b444a6daf62,Account,2025-10-01,2025-08-03
48499,6897ccce-ffd4-402a-8cff-4ba5ea490efa,Technical,2025-04-26,2025-10-13
48499,24f73577-86da-40e3-bb99-573f117e46d4,Streaming,2025-05-28,2025-07-30
48499,d2927ffe-6e8b-4d7c-99c1-3c8f29e085c7,Streaming,2025-07-09,2025-05-31
